Game 342,07/20/2023,Thursday,5:45 pm,Chelmsford Black,Wayland,Wayland High School,Scheduled
Game 343,07/20/2023,Thursday,5:45 pm,Jamaica Plain,Bedford,Bedford High School - A Field,Scheduled
Game 236,07/20/2023,Thursday,6:00 pm,Chelmsford Maroon,Billerica,Volunteer Field 61 Chelmsford St,Scheduled
Game 333,07/20/2023,Thursday,6:30 pm,North End,Melrose,Morelli Field,Scheduled
Game 341,07/20/2023,Thursday,7:00 pm,Winchester,Acton-Boxborough,ABRHS Field 1,Scheduled
Game 339,07/20/2023,Thursday,7:45 pm,Needham,Waltham,Cacciatore Field ,Scheduled
Game 344,07/20/2023,Thursday,8:00 pm,Billerica,Chelmsford Maroon,Volunteer Field,Scheduled
Game 217,07/21/2023,Friday,5:45 pm,Reading Red,Marblehead,Marblehead High School,Scheduled
Game 284,07/23/2023,Sunday,7:00 pm,Needham,Acton-Boxborough,ABRHS Field 1,Scheduled
Game 345,07/24/2023,Monday,5:45 pm,Medford,Reading Black,Washington Park,Scheduled
Game 346,07/24/2023,Monday,5:45 pm,North End,Andover,Andover High School,Cancelled
Game 347,07/24/2023,Monday,5:45 pm,North Andover,Brookline,Warren Field,Cancelled
Game 348,07/24/2023,Monday,5:45 pm,Marblehead,Reading Red,Symonds Field,Scheduled
Game 352,07/24/2023,Monday,5:45 pm,Billerica,Bedford,Concord Carlise HS,Scheduled
Game 355,07/24/2023,Monday,5:45 pm,Wayland,Lincoln-Sudbury,Haskell Field,Scheduled
Game 349,07/24/2023,Monday,6:30 pm,Winthrop,Melrose,Morelli Field,Scheduled
Game 351,07/24/2023,Monday,7:00 pm,Needham,Chelmsford Black,Volunteer Field,Scheduled
Game 353,07/24/2023,Monday,7:00 pm,Jamaica Plain,Acton-Boxborough,ABRHS Field 1,Scheduled
Game 354,07/24/2023,Monday,7:15 pm,Chelmsford Maroon,Waltham,Cacciatore Field ,Scheduled
Game 357,07/25/2023,Tuesday,5:45 pm,Cambridge,Haverhill,Swasey field,Cancelled
Game 350,07/25/2023,Tuesday,7:15 pm,Belmont,Winchester,Skillings Field,Scheduled
Game 309,07/26/2023,Wednesday,4:00 pm,Marblehead,Reading Black,Seaside Park,Scheduled
Game 359,07/26/2023,Wednesday,5:30 pm,Reading Red,Andover,Andover High School,Scheduled
Game 213,07/26/2023,Wednesday,5:45 pm,Haverhill,Cambridge,Rindge Field,Cancelled
Game 356,07/26/2023,Wednesday,5:45 pm,North Andover,Melrose,Grogans Field,Scheduled
Game 358,07/26/2023,Wednesday,5:45 pm,Reading Black,Marblehead,Seaside Park,Scheduled
Game 361,07/26/2023,Wednesday,5:45 pm,Medford,Winthrop,Winthrop High School,Scheduled
Game 365,07/26/2023,Wednesday,5:45 pm,Waltham,Wayland,Wayland High School,Scheduled
Game 363,07/26/2023,Wednesday,6:30 pm,Winchester,Jamaica Plain,Billings Field,Cancelled
Game 360,07/26/2023,Wednesday,7:00 pm,Brookline,North End,Puopolo Park,Scheduled
Game 364,07/26/2023,Wednesday,7:00 pm,Chelmsford Black,Acton-Boxborough,ABRHS Field 2,Scheduled
Game 367,07/26/2023,Wednesday,7:00 pm,Belmont,Chelmsford Maroon,Volunteer Field,Scheduled
Game 368,07/26/2023,Wednesday,7:00 pm,Lincoln-Sudbury,Billerica,Locke School - Fielding Field,Scheduled
Game 275,07/27/2023,Thursday,4:00 pm,Brookline,Andover,Warren Field,Scheduled
Game 370,07/27/2023,Thursday,5:45 pm,Haverhill,Marblehead,Seaside Park,Rain-Out
Game 371,07/27/2023,Thursday,5:45 pm,Andover,Brookline,Warren Field,Scheduled
Game 372,07/27/2023,Thursday,5:45 pm,Cambridge,Winthrop,Winthrop High School,Rain-Out
Game 374,07/27/2023,Thursday,5:45 pm,North Andover,Reading Black,Symonds Field,Scheduled
Game 377,07/27/2023,Thursday,5:45 pm,Chelmsford Black,Bedford,Bedford HS Varsity Field,Scheduled
Game 379,07/27/2023,Thursday,5:45 pm,Acton-Boxborough,Needham,Memorial Field 92 Rosemary St,Rain-Out
Game 376,07/27/2023,Thursday,6:30 pm,Lincoln-Sudbury,Jamaica Plain,Billings Field,Rain-Out
Game 373,07/27/2023,Thursday,7:00 pm,Reading Red,North End,Puopolo Park,Scheduled
Game 378,07/27/2023,Thursday,7:00 pm,Wayland,Chelmsford Maroon,Volunteer Field,Scheduled
Game 380,07/27/2023,Thursday,7:15 pm,Billerica,Winchester,Skillings Field,Scheduled
Game 273,07/27/2023,Thursday,8:00 pm,Melrose,Medford,Morelli Field,Scheduled
Game 278,07/28/2023,Friday,5:45 pm,North End,Reading Red,Symonds Field,Cancelled
Game 369,07/28/2023,Friday,6:00 pm,Medford,Melrose,Morelli Field,Scheduled
Game 366,07/28/2023,Friday,7:45 pm,Bedford,Needham,Memorial Field 92 Rosemary St,Scheduled
Game 242,07/30/2023,Sunday,3:00 pm,Brookline,Reading Red,Symonds Field,Scheduled
Game 246,07/30/2023,Sunday,4:30 pm,Needham,Winchester,Skillings Field,Scheduled
Game 325,07/30/2023,Sunday,5:45 pm,Winthrop,Reading Red,Symonds Field,Scheduled
Game 390,07/30/2023,Sunday,6:30 pm,Winchester,Needham,Skilling Field,Scheduled
Game 241,07/31/2023,Monday,5:45 pm,Cambridge,Medford,St Peters,Scheduled
Game 381,07/31/2023,Monday,5:45 pm,Andover,North Andover,Grogans Field,Scheduled
Game 382,07/31/2023,Monday,5:45 pm,Winthrop,Marblehead,Seaside Park,Scheduled
Game 386,07/31/2023,Monday,5:45 pm,Reading Red,Brookline,Amory Field,Scheduled
Game 389,07/31/2023,Monday,5:45 pm,Waltham,Lincoln-Sudbury,Haskell Field,Scheduled
